,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_5-17-2017
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 5/25/2017 14:12:16
,     Stop Time: ~6/4/2017 14:12:16


Interface/Port, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49032.14,11.07,36263.01,8635.46,23472.99,51174.92,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122580.34,27.68,90657.51,21588.66,58682.47,127937.30,154837.32,0.00,


 05:32:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.14,0.00,48.74,0.00,0.00,43.38,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,0.00,19.47,0.00,0.00,17.34,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.19,11.07,36282.50,8635.46,23472.99,51192.27,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.49,27.68,90706.25,21588.66,58682.47,127980.68,154837.32,0.00,


 05:33:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.66,2.72,0.00,45.92,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.87,1.09,0.00,18.37,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.19,11.07,36300.36,8636.55,23472.99,51210.64,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.49,27.68,90750.91,21591.38,58682.47,128026.61,154837.32,0.00,


 05:34:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.89,0.00,0.00,44.49,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,0.00,0.00,17.79,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.19,11.07,36310.32,8636.55,23472.99,51228.44,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.49,27.68,90775.80,21591.38,58682.47,128071.09,154837.32,0.00,


 05:35:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,1.93,0.00,0.50,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.78,0.00,0.20,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.19,11.07,36310.61,8637.33,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.49,27.68,90776.53,21593.32,58682.47,128071.59,154837.32,0.00,


 05:36:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.25,0.08,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,0.03,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.19,11.07,36329.51,8637.36,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.49,27.68,90823.78,21593.39,58682.47,128071.59,154837.32,0.00,


 05:37:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,45.86,0.04,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,18.32,0.01,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.03,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36347.85,8637.37,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.08,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,90869.63,21593.43,58682.47,128071.59,154837.32,0.00,


 05:38:18
Interval Count,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.41,0.01,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.01,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36363.22,8637.38,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,90908.04,21593.45,58682.47,128071.59,154837.32,0.00,


 05:39:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.16,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.65,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36384.88,8637.38,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,90962.20,21593.45,58682.47,128071.59,154837.32,0.00,


 05:40:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.93,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.79,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36405.65,8637.38,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,91014.13,21593.45,58682.47,128071.59,154837.32,0.00,


 05:41:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.80,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.29,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36425.97,8637.38,23472.99,51228.64,61934.93,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,91064.93,21593.45,58682.47,128071.59,154837.32,0.00,


 05:42:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.03,0.05,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.02,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.14,49034.21,11.07,36426.01,8637.38,23472.99,51228.65,61934.95,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.86,122585.51,27.68,91065.01,21593.45,58682.47,128071.62,154837.37,0.00,


 05:43:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.21,0.00,0.00,0.09,0.28,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.03,0.11,0.00,
Distance,47645.57,46980.35,52229.91,0.01,26197.69,13817.95,50015.15,49034.21,11.07,36426.09,8637.38,23472.99,51228.68,61935.06,0.00,
Total Counts,119113.93,117450.87,130574.76,0.03,65494.24,34544.87,125037.87,122585.51,27.68,91065.22,21593.45,58682.47,128071.71,154837.64,0.00,


 05:44:18
Interval Count,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.36,52229.91,0.01,26197.69,13817.95,50015.15,49034.21,11.07,36426.09,8637.38,23472.99,51228.68,61935.06,0.00,
Total Counts,119113.93,117450.89,130574.76,0.03,65494.24,34544.87,125037.87,122585.51,27.68,91065.22,21593.45,58682.47,128071.71,154837.66,0.00,


 05:45:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,
Distance,47645.57,46980.36,52229.91,0.01,26197.69,13817.95,50015.18,49034.21,11.07,36426.09,8637.38,23472.99,51228.68,61935.12,0.00,
Total Counts,119113.93,117450.89,130574.76,0.03,65494.24,34544.87,125037.95,122585.51,27.68,91065.22,21593.45,58682.47,128071.71,154837.80,0.00,


 05:46:18
Interval Count,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.03,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.18,49034.22,11.07,36426.09,8637.39,23472.99,51228.68,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125037.95,122585.55,27.68,91065.22,21593.47,58682.47,128071.71,154837.80,0.00,


 05:47:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,12.32,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,4.93,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.25,49034.22,11.07,36431.02,8637.39,23472.99,51228.68,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.12,122585.55,27.68,91077.54,21593.47,58682.47,128071.71,154837.80,0.00,


 05:48:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.86,0.00,0.00,24.43,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,0.00,0.00,9.78,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.25,49034.22,11.07,36448.56,8637.39,23472.99,51238.46,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.12,122585.55,27.68,91121.39,21593.47,58682.47,128096.14,154837.80,0.00,


 05:49:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.67,0.00,0.00,36.47,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.47,0.00,0.00,14.59,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.25,49034.22,11.07,36458.03,8637.39,23472.99,51253.05,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.12,122585.55,27.68,91145.07,21593.47,58682.47,128132.62,154837.80,0.00,


 05:50:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,28.76,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.25,49034.22,11.07,36458.03,8637.39,23472.99,51264.55,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.13,122585.55,27.68,91145.07,21593.47,58682.47,128161.38,154837.80,0.00,


 05:51:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.00,27.88,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,11.16,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.28,49034.22,11.07,36458.03,8637.39,23472.99,51275.71,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.21,122585.55,27.68,91145.08,21593.47,58682.47,128189.26,154837.80,0.00,


 05:52:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.47,0.01,0.00,52.80,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.59,0.00,0.00,21.11,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.29,49034.22,11.07,36458.62,8637.39,23472.99,51296.83,61935.12,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.24,122585.55,27.68,91146.55,21593.49,58682.47,128242.07,154837.80,0.00,


 05:53:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,62.45,0.18,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,24.98,0.07,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.30,49034.22,11.07,36458.62,8637.39,23472.99,51321.81,61935.19,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.25,122585.55,27.68,91146.55,21593.49,58682.47,128304.51,154837.99,0.00,


 05:54:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.03,0.00,0.00,53.61,0.01,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.01,0.00,0.00,21.44,0.01,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.37,49034.22,11.07,36458.63,8637.39,23472.99,51343.25,61935.20,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.43,122585.55,27.68,91146.58,21593.49,58682.47,128358.12,154838.00,0.00,


 05:55:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.03,0.00,0.34,0.00,0.00,65.03,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.00,0.14,0.00,0.00,26.00,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.51,49034.23,11.07,36458.77,8637.39,23472.99,51369.26,61935.20,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.78,122585.58,27.68,91146.92,21593.49,58682.47,128423.14,154838.00,0.00,


 05:56:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.00,41.50,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,16.59,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.51,49034.24,11.07,36458.79,8637.39,23472.99,51385.86,61935.20,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.78,122585.61,27.68,91146.97,21593.49,58682.47,128464.64,154838.00,0.00,


 05:57:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.09,0.00,0.00,55.49,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.04,0.00,0.00,22.19,0.00,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.24,11.07,36458.83,8637.39,23472.99,51408.05,61935.20,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.82,122585.61,27.68,91147.07,21593.49,58682.47,128520.13,154838.00,0.00,


 05:58:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,63.57,0.55,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.43,0.22,0.00,
Distance,47645.57,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.24,11.07,36458.83,8637.39,23472.99,51433.48,61935.42,0.00,
Total Counts,119113.93,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.61,27.68,91147.07,21593.49,58682.47,128583.70,154838.55,0.00,


 05:59:18
Interval Count,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,18.01,2.86,0.00,
Average m/min.,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,7.20,1.14,0.00,
Distance,47645.58,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.24,11.07,36458.84,8637.39,23472.99,51440.68,61936.56,0.00,
Total Counts,119113.96,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.61,27.68,91147.11,21593.49,58682.47,128601.71,154841.41,0.00,


 06:00:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,1.95,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.78,0.00,
Distance,47645.58,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.24,11.07,36458.84,8637.39,23472.99,51440.75,61937.34,0.00,
Total Counts,119113.96,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.61,27.68,91147.11,21593.49,58682.47,128601.87,154843.36,0.00,


 06:01:18
Interval Count,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
Average m/min.,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.24,11.07,36458.84,8637.39,23472.99,51440.78,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.61,27.68,91147.11,21593.49,58682.47,128601.95,154843.36,0.00,


 06:02:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.78,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128601.95,154843.36,0.00,


 06:03:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.82,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.04,154843.36,0.00,


 06:04:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.86,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.14,154843.36,0.00,


 06:05:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.90,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.25,154843.36,0.00,


 06:06:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.94,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.36,154843.36,0.00,


 06:07:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51440.95,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.37,154843.36,0.00,


 06:08:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51441.03,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.58,154843.36,0.00,


 06:09:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.26,11.07,36458.84,8637.39,23472.99,51441.03,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.64,27.68,91147.11,21593.49,58682.47,128602.58,154843.36,0.00,


 06:10:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.36,0.00,


 06:11:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.34,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.36,0.00,


 06:12:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.35,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.37,0.00,


 06:13:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.35,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.38,0.00,


 06:14:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.35,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.38,0.00,


 06:15:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.35,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.38,0.00,


 06:16:19
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.62,46980.41,52229.91,0.01,26197.69,13817.95,50015.53,49034.33,11.07,36458.84,8637.39,23472.99,51441.03,61937.35,0.00,
Total Counts,119114.05,117451.01,130574.76,0.03,65494.24,34544.87,125038.83,122585.82,27.68,91147.11,21593.49,58682.47,128602.58,154843.38,0.00,


 06:17:19
